Date,Sector,Symbol,Log Return
2022-06-01,1,^GSPC,-0.006382253629954912
2022-06-02,1,^GSPC,0.012083804199621732
2022-06-03,1,^GSPC,0.0003240732190632353
2022-06-04,1,^GSPC,-0.0023662766825763436
2022-06-05,1,^GSPC,0.0012748372766701306
2022-06-06,1,^GSPC,-0.005021653100799182
2022-06-07,1,^GSPC,-0.0012175898629097086
2022-06-08,1,^GSPC,0.0028069478647455917
2022-06-09,1,^GSPC,0.0008413831540164259
2022-06-10,1,^GSPC,0.005538295312984911
2022-06-11,1,^GSPC,0.004180778582455104
2022-06-12,1,^GSPC,-0.0014153110273098539
2022-06-13,1,^GSPC,-0.002852345883930445
2022-06-14,1,^GSPC,-0.005856130419099415
2022-06-15,1,^GSPC,-0.00023817746484796877
2022-06-16,1,^GSPC,0.0025135053946885194
2022-06-17,1,^GSPC,0.004211895217280327
2022-06-18,1,^GSPC,0.00042576736210566876
2022-06-19,1,^GSPC,-0.009599309229902498
2022-06-20,1,^GSPC,0.001296376168455956
2022-06-01,1,^GSPC,0.0024450410800191053
2022-06-02,1,^GSPC,0.00027430196801133506
2022-06-03,1,^GSPC,4.4270037300915227e-05
2022-06-04,1,^GSPC,0.011118167905890102
2022-06-05,1,^GSPC,0.01602735788842387
2022-06-06,1,^GSPC,0.003866249772795957
2022-06-07,1,^GSPC,-0.0010982380490906095
2022-06-08,1,^GSPC,-0.0006956368150782177
2022-06-09,1,^GSPC,-0.001005523855696226
2022-06-10,1,^GSPC,0.009048162623096715
2022-06-11,1,^GSPC,0.009068467860586732
2022-06-12,1,^GSPC,-0.0003040442391805766
2022-06-13,1,^GSPC,-0.007104016316032263
2022-06-14,1,^GSPC,0.005523022908414389
2022-06-15,1,^GSPC,0.0013613312059484544
2022-06-16,1,^GSPC,-0.01122416222607588
2022-06-17,1,^GSPC,0.00587843175777874
2022-06-18,1,^GSPC,-0.00025490730399743494
2022-06-19,1,^GSPC,0.004087060812071601
2022-06-20,1,^GSPC,0.0007528429313087548
2022-06-01,1,^GSPC,0.0010937916027600407
2022-06-02,1,^GSPC,0.000967434525865559
2022-06-03,1,^GSPC,-0.006203560368758968
2022-06-04,1,^GSPC,-0.007997684815493823
2022-06-05,1,^GSPC,0.0037327485166896573
2022-06-06,1,^GSPC,-0.0011746852375143864
2022-06-07,1,^GSPC,0.002593696866817386
2022-06-08,1,^GSPC,0.009237307072510437
2022-06-09,1,^GSPC,0.0011121987409165861
2022-06-10,1,^GSPC,0.00304531397039247
2022-06-11,1,^GSPC,0.0005885503670995764
2022-06-12,1,^GSPC,0.0026132260269691302
2022-06-13,1,^GSPC,-0.006594524912466886
2022-06-14,1,^GSPC,0.0061871166861128075
2022-06-15,1,^GSPC,0.0034819311653259176
2022-06-16,1,^GSPC,0.010598542873156813
2022-06-17,1,^GSPC,0.0021430131114731073
2022-06-18,1,^GSPC,0.0006929527910064429
2022-06-19,1,^GSPC,-0.0012027736577713097
2022-06-20,1,^GSPC,0.009218086660297053
2022-06-01,1,^GSPC,0.002027887120114596
2022-06-02,1,^GSPC,-0.004892776729698087
2022-06-03,1,^GSPC,0.0071976214935601844
2022-06-04,1,^GSPC,0.0021125777270365994
2022-06-05,1,^GSPC,0.010342456576622458
2022-06-06,1,^GSPC,0.0042607555805967414
2022-06-07,1,^GSPC,0.0017711864963935063
2022-06-08,1,^GSPC,0.0014698453814146074
2022-06-09,1,^GSPC,-0.0016613861808918453
2022-06-10,1,^GSPC,-0.006033101043218729
2022-06-11,1,^GSPC,0.006002514715950028
2022-06-12,1,^GSPC,-0.002585632377503073
2022-06-13,1,^GSPC,0.000982797745531337
2022-06-14,1,^GSPC,-0.0010289384550091379
2022-06-15,1,^GSPC,-0.00645899872572224
2022-06-16,1,^GSPC,0.007441935488966642
2022-06-17,1,^GSPC,-0.0020283315831609943
2022-06-18,1,^GSPC,-0.0041462534298418036
2022-06-19,1,^GSPC,0.002267973429724808
2022-06-20,1,^GSPC,0.006237198100456351
2022-06-01,1,^GSPC,0.005915092101423079
2022-06-02,1,^GSPC,-0.004585031069093424
2022-06-03,1,^GSPC,-0.00580863191620655
2022-06-04,1,^GSPC,-0.0005158754844189101
2022-06-05,1,^GSPC,0.011363081883396917
2022-06-06,1,^GSPC,-0.000113366570349649
2022-06-07,1,^GSPC,-0.007644395575324581
2022-06-08,1,^GSPC,-0.006418393523646264
2022-06-09,1,^GSPC,-0.00912516832111608
2022-06-10,1,^GSPC,0.007984205998370382
2022-06-11,1,^GSPC,-0.008467811760956592
2022-06-12,1,^GSPC,0.0015756987213178188
2022-06-13,1,^GSPC,0.0160971654518563
2022-06-14,1,^GSPC,0.0017189789642211857
2022-06-15,1,^GSPC,0.004317433443866976
2022-06-16,1,^GSPC,-0.0002362223444564242
2022-06-17,1,^GSPC,0.01120148181010298
2022-06-18,1,^GSPC,-0.0032760215526968814
2022-06-19,1,^GSPC,-0.001773538053813163
2022-06-20,1,^GSPC,0.004675677049765602
2022-06-01,1,^GSPC,-0.004523302629615828
2022-06-02,1,^GSPC,-0.0011993886425253535
2022-06-03,1,^GSPC,0.0012275324972152997
2022-06-04,1,^GSPC,-0.006103167832470129
2022-06-05,1,^GSPC,0.0022178570774974288
2022-06-06,1,^GSPC,-0.0005168094993646467
2022-06-07,1,^GSPC,0.001938471807337008
2022-06-08,1,^GSPC,0.006319861629223327
2022-06-09,1,^GSPC,0.004841427093058067
2022-06-10,1,^GSPC,0.0008174608723255756
2022-06-11,1,^GSPC,-0.0008943374184001605
2022-06-12,1,^GSPC,-0.002975161375757787
2022-06-13,1,^GSPC,0.002891281554245473
2022-06-14,1,^GSPC,-0.005291886366783456
2022-06-15,1,^GSPC,0.0035357071117870357
2022-06-16,1,^GSPC,0.00846553642839807
2022-06-17,1,^GSPC,-0.01133378773070705
2022-06-18,1,^GSPC,-0.0012086595354295969
2022-06-19,1,^GSPC,-0.0010975508115664012
2022-06-20,1,^GSPC,0.005755498607645567
2022-06-01,1,^GSPC,-0.011740004384716105
2022-06-02,1,^GSPC,-0.0036344391932794083
2022-06-03,1,^GSPC,0.003499726889387917
2022-06-04,1,^GSPC,-0.0014321956835941646
2022-06-05,1,^GSPC,0.0034169283837069677
2022-06-06,1,^GSPC,-0.0061182454723810965
2022-06-07,1,^GSPC,0.003973499066449697
2022-06-08,1,^GSPC,-0.008667580994090578
2022-06-09,1,^GSPC,0.005986604031937076
2022-06-10,1,^GSPC,0.009628270925436201
2022-06-11,1,^GSPC,-0.009535422983762518
2022-06-12,1,^GSPC,-0.007813441684863667
2022-06-13,1,^GSPC,-0.006435479320456572
2022-06-14,1,^GSPC,-0.0035340230516199287
2022-06-15,1,^GSPC,0.003996329851615026
2022-06-16,1,^GSPC,0.004832419632938723
2022-06-17,1,^GSPC,0.00040883799571498974
2022-06-18,1,^GSPC,-0.002719682678708843
2022-06-19,1,^GSPC,0.008424693022826934
2022-06-20,1,^GSPC,0.006867267158630261
2022-06-01,1,^GSPC,-0.008380014491591885
2022-06-02,1,^GSPC,8.474198803386038e-06
2022-06-03,1,^GSPC,0.005529884802782768
2022-06-04,1,^GSPC,-0.01183132550562878
2022-06-05,1,^GSPC,-0.010052134263021657
2022-06-06,1,^GSPC,-0.01686186196276537
2022-06-07,1,^GSPC,0.002936282269934283
2022-06-08,1,^GSPC,0.005916292813629376
2022-06-09,1,^GSPC,-0.013343570060666856
2022-06-10,1,^GSPC,0.019543986803022037
2022-06-11,1,^GSPC,-0.0067731393687058975
2022-06-12,1,^GSPC,0.008624972960833317
2022-06-13,1,^GSPC,-0.008876748450908203
2022-06-14,1,^GSPC,0.003942496392166546
2022-06-15,1,^GSPC,-0.011445623573942097
2022-06-16,1,^GSPC,0.011851956462206029
2022-06-17,1,^GSPC,0.004579598925333747
2022-06-18,1,^GSPC,-0.0008522166554060164
2022-06-19,1,^GSPC,0.01239305156034736
2022-06-20,1,^GSPC,-0.0025721133412976343
2022-06-01,1,^GSPC,0.01541628625690498
2022-06-02,1,^GSPC,-0.0017585310235839885
2022-06-03,1,^GSPC,0.021471602310611886
2022-06-04,1,^GSPC,0.008358949618774869
2022-06-05,1,^GSPC,-0.008293119512326398
2022-06-06,1,^GSPC,-0.01394312316572739
2022-06-07,1,^GSPC,0.017677552473808776
2022-06-08,1,^GSPC,0.0032738967977797243
2022-06-09,1,^GSPC,-0.0010029039411495178
2022-06-10,1,^GSPC,-0.0006764001600831976
2022-06-11,1,^GSPC,0.014926813678558365
2022-06-12,1,^GSPC,-0.0038026246923319423
2022-06-13,1,^GSPC,0.008425928003602576
2022-06-14,1,^GSPC,-0.005118030395229843
2022-06-15,1,^GSPC,-0.010108768772651234
2022-06-16,1,^GSPC,0.014177391736409863
2022-06-17,1,^GSPC,0.01245678912932096
2022-06-18,1,^GSPC,-0.0029776250785519638
2022-06-19,1,^GSPC,-0.0032100267454691516
2022-06-20,1,^GSPC,0.00783689004237993
2022-06-01,1,^GSPC,0.01701484132002466
2022-06-02,1,^GSPC,0.008168854113023245
2022-06-03,1,^GSPC,0.007720479968744898
2022-06-04,1,^GSPC,0.00910208823907978
2022-06-05,1,^GSPC,-0.023117399785440213
2022-06-06,1,^GSPC,-0.008801746066798741
2022-06-07,1,^GSPC,-0.02095019718133086
2022-06-08,1,^GSPC,0.007685622502778991
2022-06-09,1,^GSPC,-0.00047577192401532454
2022-06-10,1,^GSPC,0.024335194203291947
2022-06-11,1,^GSPC,0.006129777692192472
2022-06-12,1,^GSPC,-0.010463120579778832
2022-06-13,1,^GSPC,-0.004028712996013079
2022-06-14,1,^GSPC,0.019228744401268216
2022-06-15,1,^GSPC,0.021224757871396
2022-06-16,1,^GSPC,-0.0034436602808642575
2022-06-17,1,^GSPC,0.0024900543562246143
2022-06-18,1,^GSPC,-0.021190490158846793
2022-06-19,1,^GSPC,0.02760165899942655
2022-06-20,1,^GSPC,-0.002730403650863718
2022-06-01,1,^GSPC,-0.0012175898629097086
2022-06-02,1,^GSPC,0.0028069478647455917
2022-06-03,1,^GSPC,0.0008413831540164259
2022-06-04,1,^GSPC,0.005538295312984911
2022-06-05,1,^GSPC,0.004180778582455104
2022-06-06,1,^GSPC,-0.0014153110273098539
2022-06-07,1,^GSPC,-0.002852345883930445
2022-06-08,1,^GSPC,-0.005856130419099415
2022-06-09,1,^GSPC,-0.00023817746484796877
2022-06-10,1,^GSPC,0.0025135053946885194
2022-06-11,1,^GSPC,0.004211895217280327
2022-06-12,1,^GSPC,0.00042576736210566876
2022-06-13,1,^GSPC,-0.009599309229902498
2022-06-14,1,^GSPC,0.001296376168455956
2022-06-15,1,^GSPC,-0.0029849698145842487
2022-06-16,1,^GSPC,-0.004898703356058071
2022-06-17,1,^GSPC,0.016296964341378815
2022-06-18,1,^GSPC,0.0036659643862557716
2022-06-19,1,^GSPC,1.5720458048537734e-05
2022-06-20,1,^GSPC,0.00935551838421723
2022-06-01,1,^GSPC,-0.03586707149377211
2022-06-02,1,^GSPC,0.012087773698511243
2022-06-03,1,^GSPC,-0.005490935416151998
2022-06-04,1,^GSPC,-0.001645116651062916
2022-06-05,1,^GSPC,-0.00579673852680565
2022-06-06,1,^GSPC,-0.017901028803951842
2022-06-07,1,^GSPC,0.012070492085123466
2022-06-08,1,^GSPC,0.025780778962752663
2022-06-09,1,^GSPC,-0.005064468234289504
2022-06-10,1,^GSPC,0.002734535282983263
2022-06-11,1,^GSPC,0.0012281436508098824
2022-06-12,1,^GSPC,-0.0018655403207810616
2022-06-13,1,^GSPC,-0.014103460334560431
2022-06-14,1,^GSPC,0.006434326234618374
2022-06-15,1,^GSPC,-0.003770413101379845
2022-06-16,1,^GSPC,0.019310213177267756
2022-06-17,1,^GSPC,0.006283682258609843
2022-06-18,1,^GSPC,-0.012311559449868378
2022-06-19,1,^GSPC,0.01541628625690498
2022-06-20,1,^GSPC,-0.0017585310235839885
2022-06-01,1,^GSPC,-0.004167161717527548
2022-06-02,1,^GSPC,0.0036295947057094955
2022-06-03,1,^GSPC,0.008470668230836184
2022-06-04,1,^GSPC,-0.0029850935899674007
2022-06-05,1,^GSPC,-0.005467927269987727
2022-06-06,1,^GSPC,-0.0009525423036741003
2022-06-07,1,^GSPC,0.002511490979224847
2022-06-08,1,^GSPC,0.004075485050745605
2022-06-09,1,^GSPC,-0.010485715738500614
2022-06-10,1,^GSPC,-0.0031583267392923933
2022-06-11,1,^GSPC,-0.008181777434566554
2022-06-12,1,^GSPC,0.001897478525346468
2022-06-13,1,^GSPC,-0.008278583129612459
2022-06-14,1,^GSPC,0.003330521881276837
2022-06-15,1,^GSPC,0.0013828527936485448
2022-06-16,1,^GSPC,0.0007087173291011381
2022-06-17,1,^GSPC,-0.00329653355821438
2022-06-18,1,^GSPC,-0.0043099117155617275
2022-06-19,1,^GSPC,-0.004800493678889253
2022-06-20,1,^GSPC,-0.0004449824807533974
2022-06-01,1,^GSPC,0.00494139964737017
2022-06-02,1,^GSPC,0.00168899766519991
2022-06-03,1,^GSPC,0.0022270132083050268
2022-06-04,1,^GSPC,-0.007079640999058967
2022-06-05,1,^GSPC,0.0027898291075066114
2022-06-06,1,^GSPC,0.0044848535186295104
2022-06-07,1,^GSPC,-0.0056426653382146965
2022-06-08,1,^GSPC,0.006307014161339301
2022-06-09,1,^GSPC,-0.014035871953932211
2022-06-10,1,^GSPC,-0.004680710946743261
2022-06-11,1,^GSPC,0.00157766423354196
2022-06-12,1,^GSPC,-0.005954007917978772
2022-06-13,1,^GSPC,0.005909032301847805
2022-06-14,1,^GSPC,0.004260939723815225
2022-06-15,1,^GSPC,-0.00019744751784841094
2022-06-16,1,^GSPC,0.015066573183751385
2022-06-17,1,^GSPC,0.0032382720742670868
2022-06-18,1,^GSPC,-0.0006080792108058927
2022-06-19,1,^GSPC,0.0066505569123938985
2022-06-20,1,^GSPC,-0.010032225687499832
2022-06-01,1,^GSPC,0.006503548950728367
2022-06-02,1,^GSPC,-0.0024338073383411685
2022-06-03,1,^GSPC,0.0004652536013960276
2022-06-04,1,^GSPC,0.007968622154363251
2022-06-05,1,^GSPC,0.00011764881995504913
2022-06-06,1,^GSPC,0.002422254493345389
2022-06-07,1,^GSPC,-0.007811827145077261
2022-06-08,1,^GSPC,0.00462013065367888
2022-06-09,1,^GSPC,0.001511249684150345
2022-06-10,1,^GSPC,0.011150113177674371
2022-06-11,1,^GSPC,-0.00419371527634213
2022-06-12,1,^GSPC,0.0068638157557767455
